#
# Capítulos de La Rioja
#
# Ingresos
I;1;;;Impuestos directos
I;2;;;Impuestos indirectos
I;3;;;Tasas, precios públicos y otros ingresos
I;4;;;Transferencias corrientes
I;5;;;Ingresos patrimoniales
I;6;;;Enajenación de inversiones reales
I;7;;;Transferencias de capital
I;8;;;Activos financieros
I;9;;;Pasivos financieros
# Gastos
G;1;;;Gastos de personal
G;2;;;Gastos en bienes corrientes y servicios
G;3;;;Gastos financieros
G;4;;;Transferencias corrientes
G;5;;;Fondo de contingencia y otros imprevistos
G;6;;;Inversiones reales
G;7;;;Transferencias de capital
G;8;;;Activos financieros
G;9;;;Pasivos financieros
#
# Artículos de La Rioja
#
# Ingresos
I;1;0;;Sobre la renta
I;1;1;;Sobre el capital
I;2;0;;Transmisiones patrimoniales y actos jurídicos documentados
I;2;1;;Sobre el juego
I;2;2;;Cánones
I;2;3;;Sobre el valor añadido
I;2;4;;Sobre consumos específicos
I;2;8;;Otros impuestos indirectos
I;3;0;;Venta de bienes
I;3;1;;Prestación de servicios
I;3;2;;Tasas
I;3;3;;Tasas afectadas en decretos de transferencias
I;3;5;;Ingresos procedentes de prestaciones de asistencia sanitaria
I;3;8;;Reintegros de operaciones corrientes
I;3;9;;Otros ingresos
I;4;0;;De la Administración del Estado
I;4;1;;De organismos autónomos del Estado
I;4;2;;De la Seguridad Social
I;4;3;;De entidades públicas empresariales, otros organismos públicos y sociedades mercantiles estatales
I;4;6;;De corporaciones locales
I;4;7;;De empresas privadas
I;4;8;;De familias e instituciones sin fines de lucro
I;4;9;;Del exterior
I;5;1;;Intereses de anticipos y préstamos concedidos
I;5;2;;Intereses de depósitos
I;5;4;;Renta de bienes inmuebles
I;5;5;;Productos, concesiones y aprovechamientos especiales
I;5;9;;Otros ingresos patrimoniales
I;6;8;;Reintegros Por Operaciones De Capital
I;7;0;;De la Administración del Estado
I;7;1;;De organismos autónomos de la Administración General Del Estado
I;7;3;;De entidades públicas empresariales, otros organismos públicos y sociedades mercantiles estatales
I;7;5;;De la Comunidad Autónoma de La Rioja
I;7;6;;De corporaciones locales
I;7;9;;Del exterior
# Gastos
G;1;0;;Altos cargos
G;1;1;;Personal eventual
G;1;2;;Funcionarios
G;1;3;;Laborales
G;1;4;;Otro personal
G;1;5;;Incentivos al rendimiento
G;1;6;;Cuotas, prestaciones y gastos sociales a cargo del empleador
G;1;7;;Atenciones diversas
G;1;8;;Personal docente
G;1;9;;Personal funcionario y estatuario del Servicio Riojano de Salud
G;2;0;;Arrendamientos y cánones
G;2;1;;Reparaciones, mantenimiento y conservación
G;2;2;;Materiales, suministros y otros
G;2;3;;Indemnizaciones por razón del servicio
G;2;5;;Asistencia sanitaria con medios ajenos
G;3;0;;De deuda pública interior
G;3;1;;De préstamos del interior
G;3;4;;De depósitos, fianzas y otros
G;4;0;;A la Administración General de la Comunidad Autónoma de La Rioja
G;4;1;;A organismos autónomos de la Comunidad Autónoma de La Rioja
G;4;2;;Al Estado
G;4;3;;A entidades públicas empresariales de la Comunidad Autónoma de La Rioja
G;4;4;;Al resto del sector público de la Comunidad Autónoma de La Rioja
G;4;5;;A comunidades autónomas
G;4;6;;A corporaciones locales
G;4;7;;A empresas privadas
G;4;8;;A familias e instituciones sin fines de lucro
G;4;9;;Al exterior
G;5;0;;Fondo de contingencia
G;6;0;;Inversión nueva en infraestructura y bienes destinados al uso general
G;6;1;;Inversión de reposición en infraestructura y bienes destinados al uso general
G;6;2;;Inversión nueva asociada al funcionamiento operativo de los servicios
G;6;3;;Inversión de reposición asociada al funcionamiento operativo de los servicios
G;6;4;;Gasto de inversiones de caracter inmaterial
G;6;5;;Gasto de inversiones en patrimonio histórico
G;6;6;;Inversiones gestionadas para otros entes públicos
G;7;2;;Al Estado
G;7;3;;A entidades públicas empresariales de la Comunidad Autónoma de La Rioja
G;7;4;;Al resto del sector público de la Comunidad Autónoma de La Rioja
G;7;6;;A corporaciones locales
G;7;7;;A empresas privadas
G;7;8;;A familias e instituciones sin fines de lucro
G;7;9;;Al exterior
G;8;2;;Concesión de préstamos al sector público
G;8;3;;Concesión de préstamos fuera del sector público
G;8;5;;Adquisición de acciones dentro del sector público
G;9;0;;Amortización de deuda pública interior
G;9;1;;Amortización de préstamos del interior
#
# Conceptos de Castilla-La Mancha
#
# Ingresos
I;1;0;0;Compensación Impuesto Actividades Económicas
I;1;0;1;Recargo Sobre Actividades Económicas
I;1;0;2;Tramo Autonómico Del I.R.P.F.
I;1;1;0;Impuesto Sobre Sucesiones Y Donaciones
I;1;1;1;Impuesto Sobre El Patrimonio
I;1;1;3;Impuesto Sobre Los Depósitos En Las Entidades De Crédito
